age,birth_date,data_source,first_name,from_year,full_name,height_cm,id,is_active,last_name,position,to_year,weight_kg
31,1994-09-07,api_cached,Demetrius,2016,Demetrius Jackson,185,1627743,False,Jackson,G,2018,91
27,1998-05-04,api_cached,Frank,2017,Frank Jackson,190,1628402,False,Jackson,G,2022,92
28,1997-02-10,api_cached,Josh,2017,Josh Jackson,203,1628367,False,Jackson,G-F,2021,93
30,1995-03-28,api_cached,Justin,2017,Justin Jackson,203,1628382,False,Jackson,F,2023,99
19,2006-05-29,api_cached,Kasparas,2025,Kasparas Jakučionis,195,1642857,True,Jakučionis,G,2025,90
21,2004-10-06,api_cached,Bronny,2024,Bronny James,187,1642355,True,James,G,2025,95
29,1997-01-24,api_cached,Justin,2019,Justin James,200,1629713,False,James,G-F,2020,86
35,1990-08-18,api_cached,Mike,2017,Mike James,185,1628455,False,James,G,2020,79
23,2002-12-04,api_cached,Sion,2025,Sion James,195,1642883,True,James,G,2025,99
28,1998-01-23,api_cached,DeJon,2021,DeJon Jarreau,195,1630610,False,Jarreau,G,2023,83
32,1993-05-07,api_cached,Amile,2017,Amile Jefferson,205,1628518,False,Jefferson,F,2019,100
24,2001-08-17,api_cached,Daniss,2024,Daniss Jenkins,193,1642450,True,Jenkins,G,2025,74
21,2004-12-01,api_cached,AJ,2024,AJ Johnson,195,1642358,True,Johnson,G,2025,160
29,1996-04-22,api_cached,Alize,2018,Alize Johnson,203,1628993,False,Johnson,F,2022,96
30,1995-12-21,api_cached,BJ,2018,BJ Johnson,198,1629168,False,Johnson,F,2021,90
31,1994-06-27,api_cached,Brice,2016,Brice Johnson,208,1627744,False,Johnson,F,2017,104
30,1995-09-22,api_cached,Dakari,2017,Dakari Johnson,213,1626177,False,Johnson,C,2017,115
24,2001-02-26,api_cached,David,2021,David Johnson,193,1630525,False,Johnson,G,2021,92
24,2001-06-23,api_cached,Keshad,2024,Keshad Johnson,198,1642352,True,Johnson,F,2025,102
29,1996-05-29,api_cached,Stanley,2015,Stanley Johnson,198,1626169,False,Johnson,F-G,2022,109
19,2006-03-07,api_cached,Tre,2025,Tre Johnson,195,1642848,True,Johnson,G,2025,86
28,1997-12-23,api_cached,Carlik,2021,Carlik Jones,182,1630637,False,Jones,G,2022,78
68,1957-04-03,api_cached,Charles,1983,Charles Jones,205,279,False,Jones,F-C,1997,97
24,2001-10-04,api_cached,Curtis,2025,Curtis Jones,190,1642938,True,Jones,G,2025,88
24,2001-10-29,api_cached,Dillon,2024,Dillon Jones,195,1641794,False,Jones,F,2025,106
54,1971-10-20,api_cached,Eddie,1994,Eddie Jones,198,224,False,Jones,G-F,2007,90
25,2000-07-11,api_cached,Isaac,2024,Isaac Jones,203,1642403,True,Jones,F,2025,111
32,1993-05-27,api_cached,Jalen,2017,Jalen Jones,200,1627883,False,Jones,F,2018,99
30,1995-04-09,api_cached,Jemerrio,2018,Jemerrio Jones,195,1629203,False,Jones,F,2021,79
23,2002-02-25,api_cached,Kam,2025,Kam Jones,193,1642880,True,Jones,G,2025,90
24,2001-06-14,api_cached,Spencer,2024,Spencer Jones,200,1642461,True,Jones,F,2025,102
24,2001-11-24,api_cached,David,2025,David Jones Garcia,193,1642357,True,Jones Garcia,G,2025,95
28,1997-08-14,api_cached,Mfiondu,2019,Mfiondu Kabengele,208,1629662,False,Kabengele,C,2022,113
27,1999-01-02,api_cached,Georgios,2021,Georgios Kalaitzakis,200,1630686,False,Kalaitzakis,F,2021,87
24,2002-01-17,api_cached,Ryan,2025,Ryan Kalkbrenner,215,1641750,True,Kalkbrenner,C,2025,116
32,1993-04-04,api_cached,Frank,2015,Frank Kaminsky,213,1626163,False,Kaminsky,F-C,2022,108
24,2001-05-02,api_cached,Yuki,2024,Yuki Kawamura,170,1642530,False,Kawamura,G,2025,159
22,2003-08-26,api_cached,Trevor,2022,Trevor Keels,193,1631211,False,Keels,G,2022,100
28,1997-08-26,api_cached,Kylor,2024,Kylor Kelley,213,1630283,False,Kelley,C,2024,97
23,2003-01-26,api_cached,Miles,2025,Miles Kelly,193,1642939,True,Kelly,G,2025,86
33,1992-03-18,api_cached,Stanton,2019,Stanton Kidd,198,1629742,False,Kidd,F,2019,97
32,1994-01-15,api_cached,George,2018,George King,198,1628994,False,King,F-G,2021,99
26,1999-04-06,api_cached,Louis,2019,Louis King,200,1629663,False,King,F,2022,92
22,2003-03-06,api_cached,Bobi,2024,Bobi Klintman,205,1641752,True,Klintman,F,2025,102
24,2001-04-19,api_cached,Dalton,2024,Dalton Knecht,198,1642261,True,Knecht,F,2025,97
28,1997-09-20,api_cached,Nathan,2020,Nathan Knight,203,1630233,False,Knight,F-C,2022,114
26,1999-08-11,api_cached,Kevin,2018,Kevin Knox II,203,1628995,False,Knox II,F,2024,97
20,2005-08-03,api_cached,Kon,2025,Kon Knueppel,198,1642851,True,Knueppel,G-F,2025,97
24,2001-03-27,api_cached,Tyler,2024,Tyler Kolek,187,1642278,True,Kolek,G,2025,88
25,2000-06-20,api_cached,Christian,2022,Christian Koloko,210,1631132,True,Koloko,C,2025,102
28,1997-07-24,api_cached,Furkan,2017,Furkan Korkmaz,200,1627788,False,Korkmaz,G-F,2023,91
28,1998-01-04,api_cached,Arnoldas,2021,Arnoldas Kulboka,208,1629083,False,Kulboka,F,2021,94
28,1998-02-05,api_cached,Rodions,2018,Rodions Kurucs,205,1629066,False,Kurucs,F,2020,103
36,1989-10-19,api_cached,Mindaugas,2016,Mindaugas Kuzminskas,205,1627851,False,Kuzminskas,F,2017,97
29,1996-03-18,api_cached,Skal,2016,Skal Labissiere,208,1627746,False,Labissiere,F-C,2025,106
28,1998-01-20,api_cached,Anthony,2020,Anthony Lamb,198,1630237,False,Lamb,F,2022,102
26,1999-10-25,api_cached,Romeo,2019,Romeo Langford,195,1629641,False,Langford,G-F,2022,97
24,2001-12-19,api_cached,Chaz,2025,Chaz Lanier,190,1642404,True,Lanier,G,2025,93
36,1990-01-31,api_cached,Nicolas,2016,Nicolas Laprovittola,193,1627879,False,Laprovittola,G,2016,81
24,2001-02-23,api_cached,Pelle,2024,Pelle Larsson,195,1641796,True,Larsson,G,2025,97
30,1995-12-19,api_cached,Vic,2019,Vic Law,200,1629724,False,Law,F,2019,91
31,1994-03-07,api_cached,Jake,2016,Jake Layman,203,1627774,False,Layman,F,2021,94
28,1997-04-30,api_cached,T.J.,2017,T.J. Leaf,208,1628388,False,Leaf,F,2020,100
25,2000-06-13,api_cached,Jalen,2019,Jalen Lecque,193,1629665,False,Lecque,G,2020,83
33,1992-07-26,api_cached,Walt,2017,Walt Lemon Jr.,190,1627215,False,Lemon Jr.,G,2018,81
26,1999-09-23,api_cached,Malevy,2024,Malevy Leons,205,1642502,False,Leons,F,2025,95
23,2002-04-12,api_cached,Justin,2022,Justin Lewis,200,1631171,False,Lewis,F,2022,111
25,2000-03-12,api_cached,Scottie,2021,Scottie Lewis,195,1630575,False,Lewis,G,2021,83
27,1998-07-28,api_cached,Isaiah,2021,Isaiah Livers,198,1630587,True,Livers,F,2025,105
33,1992-11-18,api_cached,Zach,2018,Zach Lofton,193,1629155,False,Lofton,G,2018,81
33,1993-01-29,api_cached,Shawn,2016,Shawn Long,205,1627848,False,Long,F,2016,115
26,1999-07-02,api_cached,Didi,2020,Didi Louzada,195,1629712,False,Louzada,G,2021,85
24,2001-09-27,api_cached,Caleb,2025,Caleb Love,190,1631126,True,Love,G,2025,96
32,1993-07-27,api_cached,Jordan,2018,Jordan Loyd,193,1628070,False,Loyd,G,2018,95
31,1994-12-04,api_cached,Gabriel,2021,Gabriel Lundberg,193,1630994,False,Lundberg,G,2021,92
30,1995-05-09,api_cached,Timothe,2016,Timothe Luwawu-Cabarrot,200,1627789,False,Luwawu-Cabarrot,G-F,2021,97
29,1996-04-09,api_cached,Tyler,2017,Tyler Lydon,208,1628399,False,Lydon,F,2018,102
33,1992-12-21,api_cached,Sheldon,2016,Sheldon Mac,198,1627815,False,Mac,G-F,2016,90
30,1995-11-29,api_cached,Daryl,2018,Daryl Macon,187,1629133,False,Macon,G,2019,83
30,1995-06-05,api_cached,J.P.,2018,J.P. Macura,193,1629122,False,Macura,G,2019,92
27,1998-06-10,api_cached,Will,2020,Will Magnay,208,1630266,False,Magnay,C,2020,106
28,1997-02-25,api_cached,Thon,2016,Thon Maker,213,1627748,False,Maker,F-C,2020,100
24,2001-06-12,api_cached,Theo,2020,Theo Maledon,193,1630177,False,Maledon,G,2023,79
19,2006-09-14,api_cached,Khaman,2025,Khaman Maluach,215,1642863,True,Maluach,C,2025,113
25,2000-05-16,api_cached,Karim,2020,Karim Mane,190,1630211,False,Mane,G,2020,86
24,2001-03-14,api_cached,Nico,2020,Nico Mannion,187,1630185,False,Mannion,G,2020,86
24,2001-12-26,api_cached,Alijah,2025,Alijah Martin,187,1642918,True,Martin,G,2025,95
31,1994-05-24,api_cached,Jarell,2015,Jarell Martin,208,1626185,False,Martin,F,2018,108
29,1996-06-19,api_cached,Jeremiah,2019,Jeremiah Martin,187,1629725,False,Martin,G,2020,83
30,1995-08-03,api_cached,Kelan,2019,Kelan Martin,195,1629103,False,Martin,F,2021,104
26,1999-03-07,api_cached,Tyrese,2022,Tyrese Martin,198,1631213,True,Martin,F,2025,97
31,1994-04-03,api_cached,Frank,2017,Frank Mason III,180,1628412,False,Mason III,G,2020,86
29,1996-08-14,api_cached,Yante,2018,Yante Maten,203,1628999,False,Maten,F,2018,108
33,1992-10-08,api_cached,Mangok,2017,Mangok Mathiang,208,1628493,False,Mathiang,F-C,2017,104
30,1995-07-11,api_cached,Dakota,2020,Dakota Mathias,193,1629751,False,Mathias,G,2021,90
24,2001-03-30,api_cached,Karlo,2024,Karlo Matković,208,1631255,True,Matković,F-C,2025,104
24,2001-12-09,api_cached,Chris,2025,Chris Mañon,193,1643024,True,Mañon,G,2025,94
21,2004-02-20,api_cached,Jared,2024,Jared McCain,190,1642272,True,McCain,G,2025,88
31,1994-08-17,api_cached,Tahjere,2018,Tahjere McCall,195,1628769,False,McCall,G,2018,86
30,1995-10-25,api_cached,Patrick,2016,Patrick McCaw,200,1627775,False,McCaw,G,2020,82
27,1999-01-06,api_cached,Mac,2021,Mac McClung,187,1630644,True,McClung,G,2025,83
32,1993-12-20,api_cached,Erik,2017,Erik McCree,203,1628571,False,McCree,F,2017,102
24,2001-03-15,api_cached,Kevin,2024,Kevin McCullar Jr.,198,1641755,True,McCullar Jr.,G,2025,95
31,1995-02-05,api_cached,Chris,2015,Chris McCullough,205,1626191,False,McCullough,F,2017,97
29,1996-11-03,api_cached,Sean,2020,Sean McDermott,198,1630253,False,McDermott,F,2020,88
28,1997-09-30,api_cached,Cameron,2021,Cameron McGriff,200,1630787,False,McGriff,F,2021,99
33,1992-09-17,api_cached,Alfonzo,2017,Alfonzo McKinnie,200,1628035,False,McKinnie,F,2021,97
28,1998-01-29,api_cached,JaQuori,2021,JaQuori McLaughlin,193,1630605,False,McLaughlin,G,2021,86
20,2005-10-10,api_cached,Liam,2025,Liam McNeeley,200,1642862,True,McNeeley,F,2025,95
29,1996-06-27,api_cached,Jack,2024,Jack McVeigh,203,1629098,False,McVeigh,G-F,2024,97
39,1986-06-15,api_cached,Salah,2015,Salah Mejri,218,1626257,False,Mejri,C,2018,106
35,1991-01-26,api_cached,Nicolo,2019,Nicolo Melli,205,1629740,False,Melli,F,2020,107
27,1998-04-09,api_cached,Nathan,2023,Nathan Mensah,205,1641877,False,Mensah,C,2023,104
31,1994-07-09,api_cached,Jordan,2015,Jordan Mickey,203,1626175,False,Mickey,C-F,2017,106
31,1995-01-05,api_cached,Eric,2019,Eric Mika,208,1628450,False,Mika,C-F,2019,105
25,2000-06-19,api_cached,Emanuel,2024,Emanuel Miller,195,1641801,True,Miller,F,2025,97
32,1993-03-06,api_cached,Malcolm,2017,Malcolm Miller,200,1626259,False,Miller,G-F,2019,95
60,1965-08-24,api_cached,Reggie,1987,Reggie Miller,200,397,False,Miller,G,2004,88
25,2000-09-22,api_cached,Riley,2024,Riley Minix,200,1642434,True,Minix,F,2025,104
21,2004-05-14,api_cached,Yves,2024,Yves Missi,210,1642274,True,Missi,C,2025,106
23,2002-06-25,api_cached,Ajay,2024,Ajay Mitchell,193,1642349,True,Mitchell,G,2025,86
32,1993-08-03,api_cached,Naz,2017,Naz Mitrou-Long,190,1628513,False,Mitrou-Long,G,2019,98
24,2001-10-29,api_cached,Jonathan,2024,Jonathan Mogbo,205,1642367,True,Mogbo,F,2025,102
27,1998-07-18,api_cached,Adam,2019,Adam Mokoka,193,1629690,False,Mokoka,G,2020,86
30,1995-12-24,api_cached,Chima,2022,Chima Moneke,195,1631320,False,Moneke,F,2022,101
32,1993-04-06,api_cached,Luis,2015,Luis Montero,200,1626242,False,Montero,G,2017,90
31,1995-02-07,api_cached,Matt,2019,Matt Mooney,187,1629760,False,Mooney,G,2021,90
30,1995-05-13,api_cached,Ben,2017,Ben Moore,203,1628500,False,Moore,F,2018,99
27,1998-06-29,api_cached,Taze,2023,Taze Moore,195,1631386,False,Moore,G,2024,88
28,1997-04-17,api_cached,Juwan,2019,Juwan Morgan,200,1629752,False,Morgan,F,2021,105
30,1995-09-19,api_cached,Jaylen,2017,Jaylen Morris,195,1628537,False,Morris,G,2021,83
30,1995-05-04,api_cached,Johnathan,2017,Johnathan Motley,203,1628405,False,Motley,F,2019,104
29,1996-03-05,api_cached,Emmanuel,2015,Emmanuel Mudiay,190,1626144,False,Mudiay,G,2021,90
31,1994-06-12,api_cached,Mychal,2019,Mychal Mulder,190,1628539,False,Mulder,G,2021,88
28,1998-01-29,api_cached,Ade,2021,Ade Murkey,195,1630278,False,Murkey,G,2021,90
20,2005-06-10,api_cached,Collin,2025,Collin Murray-Boyles,200,1642867,True,Murray-Boyles,F,2025,111
26,1999-05-08,api_cached,Dzanan,2018,Dzanan Musa,205,1629058,False,Musa,G-F,2019,98
59,1966-06-25,api_cached,Dikembe,1991,Dikembe Mutombo,218,87,False,Mutombo,C,2008,117
32,1993-09-25,api_cached,Abdel,2017,Abdel Nader,195,1627846,False,Nader,F,2021,102
33,1992-06-18,api_cached,Maurice,2016,Maurice Ndour,205,1626254,False,Ndour,F,2016,90
22,2003-03-10,api_cached,Ryan,2025,Ryan Nembhard,180,1642948,True,Nembhard,G,2025,81
26,1999-03-22,api_cached,Ruben,2021,Ruben Nembhard Jr.,193,1630612,False,Nembhard Jr.,G,2021,90
20,2005-10-05,api_cached,Asa,2025,Asa Newell,208,1642854,True,Newell,F,2025,99
28,1997-02-21,api_cached,Malik,2019,Malik Newman,190,1629005,False,Newman,G,2021,86
24,2001-04-26,api_cached,Tristen,2024,Tristen Newton,195,1641803,False,Newton,G,2025,86
22,2003-03-14,api_cached,Yanic Konan,2025,Yanic Konan Niederhäuser,210,1642949,True,Niederhäuser,C,2025,109
25,2000-04-15,api_cached,Miles,2024,Miles Norris,200,1641936,False,Norris,F,2024,99
28,1997-12-09,api_cached,Zach,2019,Zach Norvell Jr.,195,1629668,False,Norvell Jr.,G-F,2019,92
26,1999-07-09,api_cached,Jaylen,2019,Jaylen Nowell,193,1629669,False,Nowell,G,2024,91
26,1999-12-25,api_cached,Markquis,2023,Markquis Nowell,170,1641806,False,Nowell,G,2023,160
27,1998-07-28,api_cached,Frank,2017,Frank Ntilikina,193,1628373,False,Ntilikina,G,2023,90
30,1995-08-03,api_cached,Kendrick,2018,Kendrick Nunn,190,1629134,False,Nunn,G,2022,86
33,1993-01-14,api_cached,David,2016,David Nwaba,195,1628021,False,Nwaba,G-F,2021,99
33,1992-04-08,api_cached,JJ,2015,JJ O'Brien,200,1626266,False,O'Brien,F,2015,99
32,1993-12-15,api_cached,Daniel,2016,Daniel Ochefu,210,1627849,False,Ochefu,F,2016,111
31,1994-12-05,api_cached,Semi,2017,Semi Ojeleye,198,1628400,False,Ojeleye,F,2021,108
30,1995-12-15,api_cached,Jahlil,2015,Jahlil Okafor,208,1626143,False,Okafor,C-F,2024,122
28,1997-10-23,api_cached,Elie,2018,Elie Okobo,190,1629059,False,Okobo,F-G,2019,86
26,1999-04-28,api_cached,KZ,2019,KZ Okpala,203,1629644,False,Okpala,F-G,2022,97
22,2003-12-30,api_cached,Lachlan,2025,Lachlan Olbrich,203,1642950,True,Olbrich,C,2025,107
24,2001-05-27,api_cached,Quincy,2024,Quincy Olivari,190,1642439,False,Olivari,G,2024,90
29,1996-07-11,api_cached,Cameron,2020,Cameron Oliver,203,1628419,False,Oliver,F,2021,108
28,1997-08-04,api_cached,Miye,2019,Miye Oni,195,1629671,False,Oni,G-F,2021,93
29,1996-11-01,api_cached,Chinanu,2016,Chinanu Onuaku,208,1627778,False,Onuaku,C,2017,111
26,1999-09-20,api_cached,Daniel,2020,Daniel Oturu,203,1630187,False,Oturu,C,2021,108
30,1995-06-30,api_cached,Tariq,2019,Tariq Owens,208,1629745,False,Owens,F,2019,92
31,1994-07-30,api_cached,Jaysean,2021,Jaysean Paige,187,1629873,False,Paige,G,2021,90
32,1993-09-11,api_cached,Marcus,2017,Marcus Paige,182,1627779,False,Paige,G,2017,74
31,1994-11-13,api_cached,Trayvon,2021,Trayvon Palmer,198,1629309,False,Palmer,G,2021,90
33,1993-01-26,api_cached,Kevin,2021,Kevin Pangos,185,1630698,False,Pangos,G,2021,81
28,1997-07-03,api_cached,Georgios,2016,Georgios Papagiannis,215,1627834,False,Papagiannis,C,2017,108
29,1996-11-04,api_cached,Eric,2019,Eric Paschall,198,1629672,False,Paschall,F,2021,115
30,1995-12-20,api_cached,Anžejs,2019,Anžejs Pasečņiks,215,1628394,False,Pasečņiks,C-F,2020,103
28,1997-06-14,api_cached,Justin,2017,Justin Patton,210,1628383,False,Patton,C,2020,109
57,1968-07-23,api_cached,Gary,1990,Gary Payton,193,56,False,Payton,G,2006,86
24,2001-07-16,api_cached,Micah,2025,Micah Peavy,200,1642877,True,Peavy,G-F,2025,97
21,2005-01-07,api_cached,Noah,2025,Noah Penda,200,1642869,True,Penda,G-F,2025,97
25,2000-08-28,api_cached,Maozinha,2023,Maozinha Pereira,203,1641970,False,Pereira,F,2023,80
31,1994-10-03,api_cached,London,2017,London Perrantes,187,1628506,False,Perrantes,G,2017,86
25,2000-03-21,api_cached,Reggie,2020,Reggie Perry,203,1629617,False,Perry,F-C,2021,113
23,2002-02-27,api_cached,Taelon,2025,Taelon Peter,190,1643007,True,Peter,G,2025,83
30,1995-04-13,api_cached,Alec,2017,Alec Peters,205,1628409,False,Peters,F,2017,106
25,2000-04-15,api_cached,Filip,2023,Filip Petrusev,210,1630196,False,Petrusev,C,2023,102
32,1993-08-10,api_cached,Tarik,2018,Tarik Phillip,190,1629341,False,Phillip,G,2018,88
28,1997-12-24,api_cached,Jamorko,2021,Jamorko Pickett,205,1630691,False,Pickett,F,2021,93
30,1995-11-05,api_cached,Theo,2018,Theo Pinson,200,1629033,False,Pinson,G-F,2022,96
27,1998-08-29,api_cached,Daeqwon,2024,Daeqwon Plowden,193,1631342,True,Plowden,G-F,2025,97
33,1992-07-14,api_cached,Marshall,2016,Marshall Plumlee,213,1627850,False,Plumlee,C,2017,113
32,1993-10-17,api_cached,Vincent,2019,Vincent Poirier,213,1629738,False,Poirier,C-F,2020,106
27,1998-06-29,api_cached,Shamorie,2019,Shamorie Ponds,182,1629044,False,Ponds,G,2019,79
26,1999-05-07,api_cached,Yves,2021,Yves Pons,195,1630582,False,Pons,F,2021,93
26,1999-11-15,api_cached,Jontay,2019,Jontay Porter,208,1629007,False,Porter,C-F,2023,108
25,2000-05-04,api_cached,Kevin,2019,Kevin Porter Jr.,195,1629645,True,Porter Jr.,G-F,2025,92
25,2000-03-21,api_cached,Quinten,2024,Quinten Post,213,1642366,True,Post,C,2025,107
20,2005-09-08,api_cached,Drake,2025,Drake Powell,195,1642962,True,Powell,G-F,2025,88
28,1997-07-07,api_cached,Myles,2021,Myles Powell,187,1629619,False,Powell,G,2021,88
32,1993-09-06,api_cached,Alex,2016,Alex Poythress,205,1627816,False,Poythress,F,2018,106
23,2002-12-24,api_cached,Joshua,2021,Joshua Primo,193,1630563,False,Primo,G,2023,85
21,2004-04-01,api_cached,Tyrese,2025,Tyrese Proctor,193,1642878,True,Proctor,G,2025,83
36,1989-11-10,api_cached,Jacob,2017,Jacob Pullen,185,1626643,False,Pullen,G,2017,90
24,2001-03-03,api_cached,Zyon,2024,Zyon Pullin,193,1642389,False,Pullin,G,2024,93
31,1994-02-14,api_cached,Rodney,2017,Rodney Purvis,193,1628681,False,Purvis,G,2017,92
31,1994-10-27,api_cached,Tim,2016,Tim Quarterman,198,1627817,False,Quarterman,G,2017,86
21,2004-12-27,api_cached,Derik,2025,Derik Queen,205,1642852,True,Queen,C,2025,113
29,1997-02-04,api_cached,Ivan,2017,Ivan Rabb,208,1628397,False,Rabb,F,2018,99
24,2001-06-09,api_cached,Jahmi'us,2020,Jahmi'us Ramsey,190,1630186,False,Ramsey,G,2023,86
33,1993-02-05,api_cached,Chasson,2016,Chasson Randle,187,1626184,False,Randle,G,2020,83
31,1994-04-29,api_cached,Xavier,2017,Xavier Rathan-Mayes,193,1628504,False,Rathan-Mayes,G,2017,94
22,2003-04-07,api_cached,Maxime,2025,Maxime Raynaud,215,1642875,True,Raynaud,C,2025,113
28,1997-06-04,api_cached,Josh,2019,Josh Reaves,193,1629729,False,Reaves,G-F,2019,97
30,1995-06-11,api_cached,Davon,2017,Davon Reed,195,1628432,False,Reed,G,2022,93
26,1999-05-21,api_cached,Alex,2024,Alex Reese,205,1642024,False,Reese,F-C,2024,111
25,2000-11-20,api_cached,Antonio,2024,Antonio Reeves,195,1641810,True,Reeves,G,2025,92
31,1995-02-07,api_cached,Cam,2018,Cam Reynolds,200,1629244,False,Reynolds,F,2020,102
23,2002-12-24,api_cached,Will,2025,Will Richard,190,1642954,True,Richard,G,2025,93
20,2005-10-16,api_cached,Jase,2025,Jase Richardson,185,1642859,True,Richardson,G,2025,81
30,1996-01-05,api_cached,Malachi,2016,Malachi Richardson,198,1627781,False,Richardson,G,2018,92
19,2006-02-10,api_cached,Will,2025,Will Riley,205,1642860,True,Riley,F,2025,81
28,1997-02-08,api_cached,Grant,2020,Grant Riller,187,1630203,False,Riller,G,2020,86
20,2005-04-08,api_cached,Zaccharie,2024,Zaccharie Risacher,203,1642258,True,Risacher,F,2025,90
26,1999-07-12,api_cached,Liam,2024,Liam Robbins,213,1641857,False,Robbins,C,2024,113
30,1995-03-07,api_cached,Devin,2017,Devin Robinson,203,1628421,False,Robinson,F,2018,90
28,1997-10-12,api_cached,Justin,2019,Justin Robinson,185,1629620,False,Robinson,G,2021,88
28,1998-02-03,api_cached,Isaiah,2019,Isaiah Roby,203,1629676,False,Roby,F,2022,104
64,1961-05-13,api_cached,Dennis,1986,Dennis Rodman,200,23,False,Rodman,F,1999,95
29,1997-01-04,api_cached,Jackson,2024,Jackson Rowe,200,1642050,True,Rowe,F,2024,95
20,2005-08-10,api_cached,Tidjane,2024,Tidjane Salaün,208,1642275,True,Salaün,F,2025,93
22,2003-03-26,api_cached,Hunter,2025,Hunter Sallis,193,1642282,True,Sallis,G,2025,83
28,1997-05-01,api_cached,Brandon,2018,Brandon Sampson,195,1629102,False,Sampson,G,2018,83
23,2002-05-30,api_cached,Kobe,2025,Kobe Sanders,203,1642920,True,Sanders,G,2025,93
19,2006-04-14,api_cached,Ben,2025,Ben Saraf,198,1642879,True,Saraf,G,2025,90
20,2005-04-26,api_cached,Alex,2024,Alex Sarr,213,1642259,True,Sarr,C,2025,92
27,1998-06-13,api_cached,Jordan,2021,Jordan Schakel,198,1630648,False,Schakel,G,2022,90
25,2000-09-26,api_cached,Baylor,2024,Baylor Scheierman,198,1631248,True,Scheierman,G,2025,92
57,1968-09-05,api_cached,Dennis,1990,Dennis Scott,203,192,False,Scott,F,1999,103
29,1996-11-25,api_cached,Trevon,2021,Trevon Scott,203,1630286,False,Scott,F,2021,102
25,2000-09-01,api_cached,Jay,2020,Jay Scrubb,195,1630206,False,Scrubb,G,2022,99
23,2002-02-19,api_cached,Mark,2025,Mark Sears,182,1641813,True,Sears,G,2025,83
31,1994-09-30,api_cached,Wayne,2016,Wayne Selden,193,1627782,False,Selden,G,2021,105
25,2000-07-30,api_cached,Terrence,2024,Terrence Shannon Jr.,198,1630545,True,Shannon Jr.,G-F,2025,97
30,1995-07-26,api_cached,Marial,2019,Marial Shayok,195,1629621,False,Shayok,G-F,2019,89
23,2002-07-24,api_cached,Jamal,2024,Jamal Shead,185,1642347,True,Shead,G,2025,90
21,2004-06-24,api_cached,Reed,2024,Reed Sheppard,187,1642263,True,Sheppard,G,2025,83
23,2002-06-25,api_cached,Max,2025,Max Shulga,193,1642917,True,Shulga,G,2025,95
33,1992-08-01,api_cached,Jordan,2018,Jordan Sibert,193,1626296,False,Sibert,G,2018,84
29,1996-09-19,api_cached,Chris,2019,Chris Silva,203,1629735,False,Silva,F,2022,106
28,1997-07-04,api_cached,Kobi,2017,Kobi Simmons,195,1628424,False,Simmons,G,2023,81
26,1999-10-15,api_cached,Marko,2021,Marko Simonovic,213,1630250,False,Simonovic,C,2022,99
23,2002-08-08,api_cached,KJ,2024,KJ Simpson,187,1642354,True,Simpson,G,2025,85
28,1997-02-11,api_cached,Zavier,2021,Zavier Simpson,182,1630285,False,Simpson,G,2023,86
27,1998-12-11,api_cached,Jaylen,2024,Jaylen Sims,198,1631301,False,Sims,G,2024,95
25,2000-06-10,api_cached,Deividas,2020,Deividas Sirvydis,203,1629686,False,Sirvydis,F-G,2021,86
27,1998-05-12,api_cached,Dmytro,2023,Dmytro Skapintsev,215,1631376,False,Skapintsev,C,2023,97
25,2000-08-18,api_cached,Alen,2019,Alen Smailagic,208,1629346,False,Smailagic,F,2020,97
23,2002-12-19,api_cached,Javon,2025,Javon Small,185,1642914,True,Small,G,2025,86
26,1999-06-03,api_cached,Javonte,2021,Javonte Smart,193,1630606,False,Smart,G,2023,92
28,1997-12-30,api_cached,Dru,2022,Dru Smith,187,1630696,True,Smith,G,2025,92
25,2000-07-26,imputed,Tolu,2024,Tolu Smith,210,1642449,True,Smith,F,2025,102
21,2004-11-02,api_cached,Tyler,2023,Tyler Smith,205,1641890,False,Smith,F,2024,101
26,1999-06-04,api_cached,Zhaire,2018,Zhaire Smith,190,1629015,False,Smith,G,2019,92
28,1997-12-21,api_cached,Xavier,2021,Xavier Sneed,195,1630270,False,Sneed,F,2022,97
20,2005-12-25,api_cached,Thomas,2025,Thomas Sorber,205,1642850,True,Sorber,C,2025,113
28,1997-03-11,api_cached,Ray,2018,Ray Spalding,205,1629034,False,Spalding,F,2020,102
28,1997-07-21,api_cached,Omari,2018,Omari Spellman,203,1629016,False,Spellman,F,2019,111
25,2000-04-06,api_cached,Cam,2024,Cam Spencer,190,1642285,True,Spencer,G,2025,92
26,1999-08-18,api_cached,Cassius,2020,Cassius Stanley,195,1630199,False,Stanley,G,2021,86
38,1987-08-07,api_cached,Alex,2015,Alex Stepheson,208,1627293,False,Stepheson,F,2015,122
25,2000-11-01,api_cached,Isaiah,2024,Isaiah Stevens,180,1641815,True,Stevens,G,2025,83
26,1999-07-28,api_cached,DJ,2021,DJ Stewart,195,1630597,False,Stewart,G,2021,92
28,1997-02-10,api_cached,Diamond,2016,Diamond Stone,210,1627754,False,Stone,C,2016,115
30,1995-12-31,api_cached,Edmond,2017,Edmond Sumner,193,1628410,False,Sumner,G,2022,88
28,1997-04-18,api_cached,Caleb,2017,Caleb Swanigan,205,1628403,False,Swanigan,F,2019,117
32,1994-01-16,api_cached,Craig,2021,Craig Sword,190,1628591,False,Sword,G,2021,88
32,1993-12-30,api_cached,Keifer,2021,Keifer Sykes,180,1626208,False,Sykes,G,2021,75
